step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale,diag_pppm_total_time,diag_pppm_charge_deposition_time,diag_pppm_fft_solve_time,diag_pppm_field_interp_time,diag_pppm_grid_points
1.0,0.002,0.0006398250006895978,1.041308391736854,0.04279135717480133,998.090271946262,461.7192469249765,1459.8095188712384,15.999969369323429,15.999969369323429,19.999961711654286,3.9999846846763742,6.417793600499488,0.9999980855827143,0.0005144960014149547,4.3470001401146874e-05,0.00038803700226708315,7.80119989940431e-05,4096.0
10.0,0.02,0.0005561280013353098,1.0377130951729345,0.04282749992507929,994.6441935280448,461.4661912921004,1456.110384820145,15.999693703540661,15.999693703540661,19.99961712942583,3.9998468532362295,6.4165477404901985,0.9999980856549998,0.00045061600030749105,4.4390999391907826e-05,0.00035706799826584756,4.3988999095745385e-05,4096.0
20.0,0.04,0.0005024380006943829,1.0341621751356167,0.04432102835556666,991.2406556252231,460.21522922113826,1451.4558848463614,15.999387757895786,15.999387757895786,19.99923469736974,3.999693884804774,6.414668489869758,0.9999980886420567,0.00040483999691787176,3.6141998862149194e-05,0.00032725699929869734,3.823599763563834e-05,4096.0
30.0,0.06,0.0007241900020744652,1.0310977531459107,0.04422743974630345,988.3034180063689,459.310277109284,1447.613695115653,15.999081931739264,15.999081931739264,19.99885241467409,3.9995409790391525,6.412268277935814,0.9999980884548795,0.0005978519984637387,4.230500053381547e-05,0.0004862409987254068,6.497699723695405e-05,4096.0
40.0,0.08,0.0005260500001895707,1.0285493298628494,0.04073517070403757,985.8607498564793,461.5020051021747,1447.362754958654,15.99877588964991,15.99877588964991,19.9984698620624,3.999387968238176,6.409339625750653,0.9999980814703414,0.0004246419994160533,3.8868998672114685e-05,0.00034110799970221706,4.129399894736707e-05,4096.0
50.0,0.1,0.0015564339992124587,1.0264556982395774,0.04151546427919637,983.8540147163544,463.7543710572195,1447.608385773574,15.998469097579983,15.998469097579983,19.998086371974992,3.999234585409714,6.4058847983513365,0.9999980830309285,0.001220544996613171,5.673399937222712e-05,0.000862685999891255,0.00029272800020407885,4096.0
60.0,0.12,0.0007534520009357948,1.0246054357646754,0.04258476530994003,982.080549134121,464.541503478622,1446.6220526127431,15.998162498010078,15.998162498010078,19.99770312251261,3.999081301761501,6.4019074112943635,0.9999980851695306,0.0006241949995455798,4.264100061845966e-05,0.000491680002596695,8.48359995870851e-05,4096.0
70.0,0.14,0.0005424519986263476,1.0227646111319344,0.04850650985455746,980.3161487015736,465.17752889860554,1445.4936776001791,15.997857247663136,15.997857247663136,19.997321559578936,3.998928695571999,6.397410398005794,0.9999980970130197,0.00041694999890751205,4.010699922218919e-05,0.00033202300255652517,4.1093000618275255e-05,4096.0
80.0,0.16,0.0005062740019639023,1.0209859997061574,0.049208824117794,978.6113588875573,463.994108583605,1442.6054674711622,15.997552769297345,15.997552769297345,19.996940961621696,3.9987764782258304,6.392397090593123,0.9999980984176482,0.0004069800015713554,3.705899871420115e-05,0.00032665900289430283,3.965699943364598e-05,4096.0
90.0,0.18,0.0005766889989899937,1.0196309114521689,0.04963493735762153,977.3125134016394,466.6021094232086,1443.914622824848,15.997248676648267,15.997248676648267,19.996560845810354,3.998624456601949,6.386868631416791,0.9999980992698747,0.00047076600094442256,3.9509999623987824e-05,0.00033264300145674497,8.423499821219593e-05,4096.0
100.0,0.2,0.0005521970015252009,1.0185982402231972,0.04990275073009471,976.3227028373013,467.57489051067114,1443.8975933479724,15.996944582650247,15.996944582650247,19.99618072831283,3.998472437193486,6.380823777888942,0.9999980998055015,0.00045225899884826504,3.688099968712777e-05,0.0003660850015876349,4.581100074574351e-05,4096.0
110.0,0.22,0.0005325569982232992,1.0177477727277833,0.05125777436272463,975.507538128272,466.44145311447306,1441.948991242745,15.99664079876948,15.99664079876948,19.99580099846187,3.998320575700879,6.374261511320728,0.9999981025155488,0.0004296349979995284,3.889599975082092e-05,0.00034581299769342877,4.1630999476183206e-05,4096.0
120.0,0.24,0.0005240200007392559,1.017090256531179,0.05258393538891898,974.8773164169122,467.25013553583324,1442.1274519527456,15.996337551502567,15.996337551502567,19.995421939378225,3.998168985337674,6.367179703821477,0.9999981051678708,0.00042225799916195683,3.866899714921601e-05,0.0003397699983906932,4.023500150651671e-05,4096.0
130.0,0.26,0.0005288359971018508,1.0165693143001107,0.060823644647767086,974.378027295125,465.9309731213571,1440.3090004164821,15.99603559263747,15.99603559263747,19.995044490796857,3.9980180418894498,6.35957344525248,0.9999981216472893,0.00042689200199674815,3.740399915841408e-05,0.00034566500107757747,4.0244001866085455e-05,4096.0
140.0,0.28,0.0007164349990489427,1.016044166136882,0.06859192209549787,973.8747049329947,463.90710160735676,1437.7818065403515,15.995736205446534,15.995736205446534,19.994670256808188,3.9978683867848916,6.35144330661834,0.9999981371838442,0.0005929110011493322,3.8348000089172274e-05,0.00048157499986700714,6.837699766037986e-05,4096.0
150.0,0.3,0.0004986490021110512,1.0153797741680453,0.07807510493617455,973.2379245210594,463.3190034212612,1436.5569279423207,15.995439879263674,15.995439879263674,19.994299849079614,3.9977202645490424,6.342796817796792,0.9999981561502099,0.0004022670000267681,3.6262998037273064e-05,0.0003256009986216668,3.719700180226937e-05,4096.0
160.0,0.32,0.0006357469974318519,1.0147431690278355,0.08183806551755612,972.6277553842152,462.0497063304058,1434.6774617146211,15.995145542645506,15.995145542645506,19.993931928306907,3.997573139537694,6.333641459601087,0.999998163676131,0.0004755409972858615,3.576000017346814e-05,0.00036280599670135416,7.28230006643571e-05,4096.0
170.0,0.34,0.000509450001118239,1.0143366027522613,0.08217244599952322,972.2380643406761,461.57548606026006,1433.8135504009363,15.994851868860687,15.994851868860687,19.993564836075883,3.9974263485436907,6.323976634511956,0.999998164344892,0.00041061799856834114,3.6371002352098e-05,0.00032973500128719024,4.012900171801448e-05,4096.0
180.0,0.36,0.0004952460003551096,1.0138146581072696,0.08683279547380672,971.7378003497315,462.03925775243187,1433.7770581021634,15.99455933588963,15.99455933588963,19.993199169862056,3.9972801304577206,6.313807251286681,0.999998173665591,0.00040013100078795105,3.507499786792323e-05,0.00032433999876957387,3.7616999179590493e-05,4096.0
190.0,0.38,0.0005791380026494153,1.0133203793653591,0.08902344648807575,971.2640444169373,460.01010894408364,1431.274153361021,15.994267495946238,15.994267495946238,19.99283436993281,3.9971342614356615,6.303135955894439,0.999998178046893,0.00047588400047970936,3.703900074469857e-05,0.00038424200101871975,5.04749987157993e-05,4096.0
200.0,0.4,0.0005333420012902934,1.0131173579383432,0.08950321447583244,971.0694509517872,457.2836611569266,1428.3531121087137,15.993976171605867,15.993976171605867,19.992470214507343,3.9969886527796294,6.2919706415769205,0.999998179006429,0.00043570399793679826,5.347700061975047e-05,0.00033659800101304427,4.212699786876328e-05,4096.0
210.0,0.42,0.0004911659998469986,1.0130869443767376,0.09710225958236693,971.0403291751273,451.428606508531,1422.4689356836584,15.993685798062241,15.993685798062241,19.992107247577817,3.996843521986529,6.280315656799816,0.9999981942045192,0.00039601000025868416,3.5001001378986984e-05,0.00032096799986902624,3.691700112540275e-05,4096.0
220.0,0.44,0.0005878560004930478,1.0129917657987422,0.10146298644360363,970.9491177738048,451.211757306255,1422.1608750800597,15.993397744822206,15.993397744822206,19.991747181027772,3.996699553501313,6.268169725742187,0.9999982029259729,0.00047460499990847893,4.2825999116757885e-05,0.00037925200012978166,4.81509996461682e-05,4096.0
230.0,0.46,0.0006160949997138232,1.0129914507657622,0.10272588298199459,970.9488207206193,448.14808026166514,1419.0969009822845,15.99311052777015,15.99311052777015,19.991388159712706,3.996556005523007,6.255530218131252,0.999998205451766,0.0005119600027683191,3.7637000787071884e-05,0.00042001499969046563,4.911699943477288e-05,4096.0
240.0,0.48,0.0009678970018285327,1.0129533284366807,0.10569797934852333,970.9122921419414,443.6068940635106,1414.5191862054521,15.992824105274877,15.992824105274877,19.991030131593618,3.996412857222831,6.242403025001117,0.9999982113959587,0.0008057560007728171,3.701699824887328e-05,0.0006725040002493188,9.085099736694247e-05,4096.0
250.0,0.5,0.0004953169991495088,1.0130692815091813,0.10705550800163649,971.0234380371369,438.39114358745235,1409.4145816245891,15.992538496936776,15.992538496936776,19.990673121170992,3.996270118375075,6.228792943947242,0.999998214111016,0.0004002519999630749,3.587500032153912e-05,0.0003231839982618112,3.714400008902885e-05,4096.0
260.0,0.52,0.000507470998854842,1.013293554425862,0.10757204848717747,971.2384048667061,435.4664599243572,1406.7048647910633,15.992252944744132,15.992252944744132,19.990316180930183,3.996127410135584,6.214698411697883,0.9999982151440969,0.00041075199987972155,3.579100302886218e-05,0.00033217300006072037,3.9305999962380156e-05,4096.0
270.0,0.54,0.0005502700005308725,1.0134750381361484,0.10947466780343147,971.4123637749819,430.3058095556269,1401.7181733306088,15.991967954484219,15.991967954484219,19.989959943105294,3.995984985269534,6.200117504126453,0.9999982189493356,0.0004461680000531487,4.396800068207085e-05,0.0003545990002749022,4.315300247981213e-05,4096.0
280.0,0.56,0.0004937359990435652,1.013842843483945,0.11103270963806611,971.7649100012704,427.6106840520901,1399.3755940533606,15.991683364299684,15.991683364299684,19.98960420537462,3.995842762875301,6.1850470238863435,0.9999982220654193,0.0003985940020356793,3.5570999898482114e-05,0.00032261099840980023,3.719600135809742e-05,4096.0
290.0,0.58,0.0004933449999953154,1.0144367809174921,0.1119643329459582,972.3342006304129,423.9097743792997,1396.2439750097126,15.991399263477971,15.991399263477971,19.989249079347484,3.9957007875619346,6.169488403647316,0.9999982239286659,0.0003973640014010016,3.488600123091601e-05,0.00032280199957313016,3.6574998375726864e-05,4096.0
300.0,0.6,0.00057484999706503,1.0150942214612855,0.11180502214370487,972.9643545332182,425.51358264638293,1398.4779371796012,15.991115371581923,15.991115371581923,19.98889421447743,3.995558919175682,6.153442723500868,0.9999982236100443,0.0004690909991040826,3.8890000723768026e-05,0.00037905300268903375,4.738699863082729e-05,4096.0
